GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
3.142857143,2.428571429,4,3.8,2,3, ,3,3,3,3,3,2,3,3,3,3.5,3,2.571428571,3,3,2.833333333,3.2,3.5,3,3.5,4,Narrative,0,1,0,135,100,626,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Female, , , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Michigan,13590
2.133333333,3.285714286,7,1,4,4,4,4,2,2,5,4,5,3,3,1.142857143,3,4,2.571428571,3.333333333,5,2.833333333,4.6,5,5,3,4,Hybrid,0,0,1,136,100,629,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Partnered,3, ,Female, ,3, ,"$40,000 - $49,999","Some college, no degree",Employed full time (40 or more hours per week),Illinois,95220
4,2,4.4,1.8,4,3,4,4,1,3,3,2,4.5,2,2,2,3,3,3,3.666666667,3.2,2,3.8,4,4,2,3,Hybrid,0,0,1,137,100,631,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Very liberal,Democrats, ,41-50 years old,Married,1, ,Female, ,1, ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,60186
2.866666667,3.714285714,4.6,2.8,2,2,3,2,3,3,3,2,3,2,2,2.571428571,3.5,4,3.285714286,3.333333333,3.6,2.5,2.8,3.5,2.5,3,3.5,Control,0,0,0,138,100,631,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Michigan,75710
4.066666667,2.857142857,4.6,5.2,4,3,4,3,4,4,4,4,3.5,3.5,4.5,2.285714286,2.5,3.5,2.571428571,3,3,2.6,3.6,3.5,3.5,3,4,Hybrid,0,0,1,139,100,631,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,42914
3.733333333,3.571428571,5,2.8,4,2,2,2,2,4,3,1,1.5,1,1,2.285714286,3,4,4.142857143,3,3.4,2.666666667,3,3.5,4.5,1,3,Control,0,0,0,140,100,641,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,31-40 years old,Married,3, ,Female, ,1, ,"$70,000 - $79,999","Some college, no degree",Homemaker,New Jersey,95243
2.533333333,3,5.4,2.8,4,3,2,4,2,2,3,3,2.5,2.5,3,3,3,3.5,3,2.666666667,3.2,3,2.4,4,3,3,3,Fact,1,0,0,141,99,641,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Colorado,40395
3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Narrative,0,1,0,142,99,644,Male, , ,Black or African American, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male, , , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,89869
1.857142857,1.428571429,6,1.2,4,4,4,4,2,3,5,5,5,2,4,1.142857143,1.5,4,2.142857143,3.666666667,4.4,3.333333333,4.2,5,4.5,3,3.5,Hybrid,0,0,1,144,100,652,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),North Carolina,73038
2.4,2.714285714,3.8,2.4,4,4,4,4,3,3,3,5,4.5,4,4,2.285714286,3,3,1.714285714,3.833333333,3.2,4,3.6,4.5,4.5,4,3,Hybrid,0,0,1,143,99,652,Female, ,Hispanic or Latino or Spanish origin,Other:,LATINA,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Female, ,2, ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Homemaker,New Mexico,19288
3.133333333,5,3.25,3.4,1,1,2,2,4,4,5,1,1,1,1,5,5,5,5,1.666666667,2.6,2.166666667,1.4,1,3,1,3,Hybrid,0,0,1,145,99,655,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Buddism, ,Neither liberal nor conservative,Other:,not political,21-30 years old,Married,2, ,Female, ,1, ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),California,3842
3.333333333,3,6,6,1,1,1,4,4,4,1,1,1,1,1,5,1,1,5,3.666666667,1.8,2.333333333,4.2,5,5,5,5,Narrative,0,1,0,146,100,661,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Very conservative,Independents, ,41-50 years old,Married,2, ,Male, , , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Self-employed,Indiana,60029
3.733333333,4.142857143,3.8,3.8,1,1,4,4,4,4,1,1,1,1,1,4.714285714,3,1,4.714285714,2,3.6,2.333333333,4.2,1,3,1.5,3,Narrative,0,1,0,147,100,663,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Married,1, ,Female, , , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,14024
3.933333333,4,5,2.6,4,2,3,2,2,4,4,2,1.5,1,1,2.428571429,3,4,4.571428571,3.5,2.6,2,3,4,3.5,2.5,3,Fact,1,0,0,148,100,664,Female, ,NOT Hispanic or Latino or Spanish origin,Two or more, ,Atheist, ,Liberal,Democrats, ,41-50 years old,Married,2, ,Female, ,1, ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed part time (up to 30 hours per week),Texas,39472
4.2,3.857142857,5.4,2.6,2,1,3,3,3,4,2,1,2,1,1,3.857142857,4,5,4.857142857,2.666666667,2.8,2.166666667,3,2,3.5,1,3,Control,0,0,0,149,100,668,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Very liberal,Independents, ,31-40 years old,Divorced,3, ,Female, ,3, ,"$20,000 - $29,999","Some college, no degree",Employed full time (40 or more hours per week),North Carolina,26258
4.2,5,5,4.4,3,2,3,2,3,4,3,1,3,2,2,3.142857143,3.5,4,4,2.666666667,2.8,2.333333333,2.4,2.5,2,2,2,Control,0,0,0,150,100,668,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$40,000 - $49,999","Professional degree (e.g., MD, DDS, DVM)",Employed part time (up to 30 hours per week),Florida,19756
3.733333333,4.857142857,4,3.2,2,1,2,2,4,4,2,1,2,1,1,3.857142857,2.5,4,5,2,2,1.666666667,2.2,2,4,1,4,Fact,1,0,0,151,100,673,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,believer,Neither liberal nor conservative,Democrats, ,31-40 years old,Partnered,1, ,Male,1, , ,"$30,000 - $39,999","Some college, no degree",Employed full time (40 or more hours per week),Michigan,21226
3.466666667,3.857142857,5.8,2.4,3,2,4,4,3,4,5,4,3,3.5,3,2.571428571,4,3.5,3,3.5,4.2,3,4.2,3,3.5,3,3.5,Narrative,0,1,0,152,100,677, , ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , , ,High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,California,7321
1.733333333,2.857142857,4.8,3.8,4,4,4,4,2,2,5,4,4,2,3.5,1.571428571,3.5,4,2,3.5,4.2,3.666666667,4.8,5,5,3.5,4,Control,0,0,0,153,100,679,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Agnostic, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Washington,6691
4.533333333,4.571428571,6.8,6,5,4,4,4,4,4,5,3,3,3,3.5,1.428571429,4.5,4.5,1.428571429,2.5,3.8,2.333333333,3.8,4.5,4.5,4.5,4,Narrative,0,1,0,154,100,681,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Female, ,2, ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Virginia,23395
3.733333333,3.571428571,6,2.4,4,3,3,4,2,4,3,3,4.5,2.5,3,2,2.5,4,2.714285714,4.333333333,4,3.333333333,4.2,4.5,3.5,1.5,3.5,Narrative,0,1,0,155,100,686,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,52801
2.733333333,3.571428571,5,1.8,3,3,2,2,2,3,2,3,1,1,1,3.571428571,3.5,3.5,3.142857143,3.666666667,2.8,3,2.4,1,4,1,4,Control,0,0,0,156,100,694,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Other:,none,Very liberal,Democrats, ,41-50 years old,Divorced,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Unemployed and currently looking for work,Texas,65761
3.333333333,3,4.4,3.6,1,1,4,4,4,4,1,1,1,1.5,1.5,3.571428571,2,2.5,3.428571429,3,2.4,2.666666667,3.6,4,5,3,4,Narrative,0,1,0,157,100,696,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Female, , , ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Homemaker,Georgia,1302
3.533333333,3.285714286,5.2,5,3,3,3,3,2,3,3,3,3,3,4,2.714285714,3,3,2.714285714,2.666666667,3.4,2.833333333,3.4,3,4,3.5,3.5,Control,0,0,0,158,100,696,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$60,000 - $69,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Louisiana,35712
4.133333333,3.142857143,5.8,2.4,4,4,4,4,3,3,3,3,3.5,3.5,3.5,2.714285714,3.5,3.5,2.142857143,3.5,3.6,3,4.2,2,4,2.5,4,Narrative,0,1,0,160,99,698,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, , , , , ,"$40,000 - $49,999",High school degree or equivalent (e.g. GED),Employed part time (up to 30 hours per week),Oklahoma,74371
4.266666667,4,6.2,5.4,5,4,3,4,4,4,5,5,4,4.5,4,1.857142857,4,4.5,2.285714286,2.333333333,3.4,2.666666667,3.6,5,4,3.5,4.5,Hybrid,0,0,1,159,100,698,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Kansas,5190
4.2,2.857142857,4.2,3,3,2,4,4,2,4,4,3,3.5,2,2,2,3,4.5,3.714285714,3.166666667,4.2,2.333333333,4,3.5,5,2,3.5,Control,0,0,0,161,100,712,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,3, ,Male,3, , ,"$20,000 - $29,999","Some college, no degree",Self-employed,Ohio,49527
2.666666667,2.285714286,3.2,2.2,3,2,3,2,3,2,2,3,2.5,2.5,2,3.571428571,4,2.5,3.142857143,3,2.8,3,2.6,2,3,3,3,Fact,1,0,0,162,100,714,Male, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,2, ,Male,1, , ,"Less than $10,000",High school degree or equivalent (e.g. GED),Self-employed,Alaska,24228
4.466666667,4.142857143,3.8,4.4,2,2,2,3,2,3,2,3,2.5,3,3,3.571428571,3.5,3,3.142857143,3,3,3,3.6,2,3,3,3.5,Fact,1,0,0,163,100,715,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Republicans, ,21-30 years old,Separated,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Illinois,99389
3.4,2.857142857,6,1.2,4,2,2,4,3,4,3,2,3.5,1,1,2.714285714,4.5,3.5,4.142857143,2.5,2.6,2.333333333,2.8,4.5,3.5,5,3.5,Hybrid,0,0,1,164,100,717,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Hinduism, ,Conservative,Independents, ,21-30 years old,Partnered,1, ,Male,1, , ,"$10,000 - $19,999","Some college, no degree",Student,Maryland,22844
4.133333333,4.428571429,5.8,2.4,4,2,4,3,2,4,4,3,5,2.5,2.5,1.857142857,2.5,3,4.428571429,3.833333333,3.6,2.666666667,3.4,4,4,2,2,Hybrid,0,0,1,165,100,723,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,85569
4.266666667,5,7,2.2,2,2,3,2,4,3,2,2,2,1,1,2.857142857,4,3.5,2.857142857,3.166666667,2.8,2.666666667,3,3,3,3,4,Control,0,0,0,166,100,726,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Neither liberal nor conservative,Other:,none,41-50 years old,Married,5, ,Male,2, , ,"$30,000 - $39,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,California,71292
3.4,3.571428571,5,4.8,4,5,3,3,4,3,3,4,3.5,4,4,2.428571429,3,3.5,2.714285714,2.5,3.4,2.666666667,3.4,3.5,3,2.5,4,Narrative,0,1,0,167,99,726,Female, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),South Carolina,10484
3.066666667,4,6.2,2.2,2,1,3,4,4,4,3,3,1,1,1,3.857142857,3.5,4,3.857142857,1.833333333,2,2.833333333,3.2,3,3,1.5,3,Fact,1,0,0,168,100,729,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Female, ,2, ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Idaho,37518
4.8,5,5.2,2.8,4,3,3,4,2,4,4,3,4,2.5,3,2,2,3,2.857142857,3.166666667,4.2,2.833333333,4.2,4,4,3.5,4,Narrative,0,1,0,169,100,729,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,christain/non practicing,Neither liberal nor conservative,Independents, ,31-40 years old,Partnered,2, ,Male,2, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Missouri,11265
3.733333333,4.142857143,4.6,4,4,4,4,4,4,4,3,3,3.5,3.5,4,2,4,4,1.714285714,2.5,4,2.166666667,3.8,4,4,4.5,4,Hybrid,0,0,1,170,100,732,Female, ,Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Conservative,Republicans, ,41-50 years old,Married,2, ,Male,2, , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,70618
3.4,3.428571429,7,1.2,4,3,3,4,2,3,3,3,3,3,2,2.142857143,4,4,3,3.5,3.4,3.333333333,4,3,4,3,4,Hybrid,0,0,1,171,100,745,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Partnered,1, ,Female, ,1, ,"$10,000 - $19,999",High school degree or equivalent (e.g. GED),Self-employed,West Virginia,5899
1.733333333,1.428571429,4.6,2,4,4,2,2,2,2,5,4,4,4,4,1.571428571,2,3.5,2,3.833333333,4.2,3.833333333,4.6,4.5,4,4,4.5,Fact,1,0,0,172,100,755,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Female, ,1, ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Homemaker,Wisconsin,42112
2.666666667,2.857142857,3.6,3.8,4,4,4,4,2,2,4,5,4.5,4.5,4.5,2.285714286,4,3.5,2,2.666666667,2.8,3.333333333,4,4,4.5,3.5,4,Narrative,0,1,0,174,99,764,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Washington,79917
3.533333333,3.428571429,5.6,4.6,3,4,4,4,4,4,3,4,3.5,4,3.5,2.285714286,3.5,4.5,2.571428571,2.833333333,3.2,2.666666667,3.4,3.5,3.5,4,3.5,Hybrid,0,0,1,173,100,764,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Colorado,45289
3.666666667,3.428571429,5.8,2.2,4,2,3,4,2,4,5,1,4.5,2.5,2,1.428571429,2.5,5,4.428571429,4.333333333,2.8,1.833333333,3.4,4.5,5,1.5,3,Narrative,0,1,0,175,100,765,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very liberal,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Student,New Jersey,29267
3.733333333,3.142857143,4.2,3,4,4,2,3,3,3,3,3,4,2.5,3.5,2.285714286,4,3.5,2.857142857,3,3.2,3.666666667,3,4,2,3.5,3.5,Hybrid,0,0,1,176,100,767,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Michigan,48227
3.6,4.857142857,5.6,5,3,2,2,4,3,4,3,4,4,5,5,3.428571429,3,3,2.714285714,2.666666667,3.6,3.333333333,3.4,4.5,4.5,4.5,4,Control,0,0,0,178,99,768,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"Less than $10,000",High school degree or equivalent (e.g. GED),Self-employed,Virginia,59154
4,4.285714286,3.6,3.2,2,4,2,4,3,2,3,5,4,4,4,3,3,4,2,2.666666667,3.6,2.666666667,3.6,2,2,4,4,Hybrid,0,0,1,177,100,768,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Separated,1, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,93164
3,3.142857143,6.2,1,4,4,4,4,2,2,5,5,5,5,3.5,1,1.5,3,1.571428571,4.333333333,4,3.333333333,4.6,3,5,2.5,4.5,Fact,1,0,0,179,100,774,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male, , , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Homemaker,Missouri,4539
2.533333333,2.857142857,6.4,2.6,4,4,4,3,3,3,5,4,5,5,4,1.714285714,4.5,5,1.285714286,3.166666667,4,3.666666667,5,3,4,4,4.5,Narrative,0,1,0,180,100,775,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,69853
3,5,5.8,2,1,1,3,3,4,4,1,1,1,1,1,5,4,3,5,1.833333333,3.2,1.666666667,3.6,3,3,2.5,3,Fact,1,0,0,181,100,778,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Partnered,2, ,Female, ,2, ,"$50,000 - $59,999","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),Missouri,23885
3,4.571428571,4,4.4,3,2,2,1,2,2,2,2,4,4,1,2.857142857,3.5,3.5,4,3.166666667,2.4,2.666666667,2.4,5,2,3,1.5,Control,0,0,0,182,100,778,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,41-50 years old,Married,3, , , , , ,"More than $150,000","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),New York,69196
3.4,3,5,2.4,4,3,4,4,1,2,4,3,4,3.5,3.5,1.857142857,2,2.5,2.428571429,3.666666667,3.6,3.5,4.6,4.5,4,4,3.5,Hybrid,0,0,1,183,100,783,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Female, ,1, ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Ohio,73804
3.066666667,3.285714286,3.6,2.8,3,2,3,2,2,4,3,2,2,1,1,2.285714286,3,5,3.714285714,3.333333333,3.6,2.833333333,2.6,4,4,2,3,Hybrid,0,0,1,184,100,784,Prefer not to say, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Associate degree (e.g. AA, AS)",Self-employed,Washington,28350
3.533333333,4,5.8,1.8,4,3,4,4,3,3,4,3,3.5,3,3,2.571428571,3,4,2.571428571,2.333333333,3.6,2.5,4.2,4.5,5,4.5,4.5,Hybrid,0,0,1,185,100,789,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Separated,1, ,Female, , , ,"$40,000 - $49,999","Some college, no degree",Unable to work,Texas,85179
3.133333333,4.142857143,4.6,2.8,3,2,4,1,3,4,3,2,4,1,1,3.142857143,3,4,5,2.833333333,3.6,2.333333333,1.6,3,3,1,3,Hybrid,0,0,1,186,100,790,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Male,1, , ,"More than $150,000","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Massachusetts,13493
4.6,4.571428571,5.4,3.6,2,1,1,3,4,4,2,2,2.5,1,1,3.714285714,4.5,5,4.857142857,2.333333333,1.6,1.666666667,1.2,1,3,1,3,Narrative,0,1,0,187,100,794,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Republicans, ,31-40 years old,Married,2, ,Female, ,1, ,"$50,000 - $59,999",High school degree or equivalent (e.g. GED),Homemaker,Ohio,65377
3.4,4.714285714,6.2,2,3,1,4,4,3,4,4,2,4,1,1.5,2,3,4.5,4.142857143,3.833333333,4.6,2,4,4.5,4.5,1,3.5,Hybrid,0,0,1,188,100,797,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,4, ,Female, ,3, ,"$70,000 - $79,999","Some college, no degree",Employed full time (40 or more hours per week),Missouri,58864
3.2,3.428571429,6.2,2.4,4,1,4,4,3,4,4,1,2.5,2,2,1.857142857,3.5,4,2.714285714,3.333333333,4.2,3,4.2,2,3.5,2,3,Narrative,0,1,0,189,100,800,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,2, ,Female, ,2, ,"$10,000 - $19,999",High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,Texas,79502
3.866666667,3.714285714,5.6,4.2,3,3,3,3,2,4,2,2,4,4,3.5,2.142857143,4,3.5,2,2.833333333,3.2,2.666666667,3,4,5,3.5,4.5,Control,0,0,0,190,100,800,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,10715
2.733333333,5,7,1,1,1,2,4,4,4,3,1,3.5,1,1,4.571428571,5,1,5,1.833333333,2.4,3.166666667,3.4,3,3,3.5,3,Control,0,0,0,191,100,805,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Partnered,1, ,Female, ,1, ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Homemaker,North Carolina,31189
4.133333333,4.285714286,6.2,4.8,5,4,4,4,2,4,5,3,5,5,3,1.285714286,4.5,5,1.571428571,4,4,2.833333333,4.4,5,4.5,4.5,5,Hybrid,0,0,1,192,100,806,Male, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Islam, ,Very conservative,Democrats, ,21-30 years old,Married,2, , , , , ,"$60,000 - $69,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Alaska,75570
